Start_Time,Start_Lat,Start_Lng,Weather_Condition,Road_Condition,Hour,Day_of_Week
2022-01-04 10:00:00,38.308980248526495,-99.12096121075358,Hail,Icy,3,Thursday
2022-01-04 11:00:00,35.635583502860236,-76.04408462189176,Cloudy,Snowy,7,Sunday
2022-01-04 12:00:00,38.109823217156624,-72.7633988854295,Snow,Icy,9,Saturday
2022-01-04 13:00:00,38.25183322026747,-96.62992443750652,Rain,Dry,20,Friday
2022-01-04 14:00:00,42.29606178338064,-89.32943053946461,Cloudy,Icy,11,Friday
2022-01-04 15:00:00,41.37557471355213,-111.64830269539624,Fog,Muddy,15,Monday
2022-01-04 16:00:00,43.87212742576327,-70.44156869315117,Clear,Icy,16,Saturday
2022-01-04 17:00:00,39.72214925161949,-108.41641493082783,Clear,Wet,6,Tuesday
2022-01-04 18:00:00,36.19594245938302,-72.86341129324371,Clear,Construction,19,Sunday
2022-01-04 19:00:00,42.132447872229946,-87.51766755038157,Hail,Dry,23,Sunday
2022-01-04 20:00:00,42.60785048616897,-89.61316025605704,Storm,Potholes,15,Saturday
2022-01-04 21:00:00,40.61277197569496,-94.36557444917457,Snow,Dry,11,Monday
2022-01-04 22:00:00,42.70967179954561,-108.46650941411207,Clear,Dry,4,Wednesday
2022-01-04 23:00:00,39.93795596364391,-111.17359839972458,Snow,Potholes,19,Sunday
2022-01-05 00:00:00,40.22732829381994,-108.97568954649122,Cloudy,Potholes,4,Thursday
2022-01-05 01:00:00,39.27541018358549,-110.67808689278728,Fog,Snowy,17,Sunday
2022-01-05 02:00:00,35.25419126744095,-81.02077632166234,Cloudy,Muddy,11,Friday
2022-01-05 03:00:00,36.078914269933044,-102.4937370416635,Cloudy,Snowy,22,Saturday
2022-01-05 04:00:00,35.31429185686734,-117.10786617183018,Clear,Icy,13,Tuesday
2022-01-05 05:00:00,41.364104112637804,-71.54486849295944,Storm,Dry,15,Sunday
2022-01-05 06:00:00,38.143559810763264,-75.81070575182872,Hail,Icy,1,Sunday
2022-01-05 07:00:00,40.08570691164703,-73.61238584023936,Fog,Muddy,0,Monday
2022-01-05 08:00:00,44.07566473926093,-70.25460886767823,Rain,Potholes,20,Wednesday
2022-01-05 09:00:00,37.49292229148875,-111.30523753902564,Hail,Construction,22,Wednesday
2022-01-05 10:00:00,39.1038292303563,-100.18789905486706,Clear,Potholes,16,Wednesday
2022-01-05 11:00:00,42.555511385430485,-82.08807621479544,Fog,Construction,18,Tuesday
2022-01-05 12:00:00,37.28798165491622,-85.1989690973104,Fog,Muddy,9,Thursday
2022-01-05 13:00:00,35.76979909828793,-112.30520468300725,Cloudy,Icy,20,Sunday
2022-01-05 14:00:00,37.89751452913768,-79.20834375046911,Cloudy,Muddy,5,Saturday
2022-01-05 15:00:00,36.61221287254004,-108.77797140816696,Rain,Wet,16,Friday
2022-01-05 16:00:00,44.29697652342573,-108.80911925886885,Fog,Muddy,0,Thursday
2022-01-05 17:00:00,43.08120379564417,-93.15127885532932,Rain,Wet,12,Wednesday
2022-01-05 18:00:00,41.33403756510423,-90.35300325791485,Cloudy,Dry,8,Wednesday
2022-01-05 19:00:00,43.71460590187718,-90.99568960810944,Cloudy,Potholes,14,Tuesday
2022-01-05 20:00:00,43.036720768991145,-115.42565813011225,Snow,Icy,16,Friday
2022-01-05 21:00:00,36.865700588860356,-76.12695686848099,Hail,Potholes,14,Saturday
2022-01-05 22:00:00,43.92558998489978,-106.7199978705647,Hail,Muddy,11,Sunday
2022-01-05 23:00:00,40.39342241915651,-113.52425393585979,Rain,Potholes,11,Sunday
2022-01-06 00:00:00,43.07440155164063,-75.56259600655113,Storm,Potholes,0,Thursday
2022-01-06 01:00:00,43.960912999234935,-72.21742508851233,Fog,Construction,13,Monday
2022-01-06 02:00:00,38.18003474971864,-76.89361913672747,Storm,Potholes,0,Wednesday
2022-01-06 03:00:00,36.100519245276764,-79.5241962637561,Fog,Muddy,12,Thursday
2022-01-06 04:00:00,37.279351625419416,-87.2379009680489,Clear,Muddy,6,Wednesday
2022-01-06 05:00:00,39.27107788626256,-92.45713146954304,Snow,Dry,23,Wednesday
2022-01-06 06:00:00,43.18014765922493,-115.65066200442949,Clear,Construction,0,Wednesday
2022-01-06 07:00:00,43.60730583256343,-99.57733934646507,Cloudy,Potholes,19,Thursday
2022-01-06 08:00:00,35.06952130531191,-101.3655741493843,Cloudy,Wet,16,Friday
2022-01-06 09:00:00,40.10747302577566,-107.0123108119837,Storm,Wet,19,Monday
2022-01-06 10:00:00,39.17411003148779,-83.82899431557075,Snow,Muddy,21,Tuesday
2022-01-06 11:00:00,37.2210781047073,-95.20621324606145,Clear,Icy,2,Tuesday
2022-01-06 12:00:00,36.19865367333683,-115.9476892046176,Cloudy,Icy,2,Friday
2022-01-06 13:00:00,38.37615171403628,-108.99083990250944,Cloudy,Dry,3,Friday
2022-01-06 14:00:00,44.429097039125196,-85.83706181702021,Clear,Construction,4,Monday
2022-01-06 15:00:00,38.23202932020755,-116.19345702548499,Fog,Snowy,12,Sunday
2022-01-06 16:00:00,40.187906217433664,-77.43965429756156,Clear,Icy,19,Wednesday
2022-01-06 17:00:00,42.03018958895178,-95.24267364930128,Storm,Dry,6,Tuesday
2022-01-06 18:00:00,38.63629602379294,-95.9706711336676,Storm,Muddy,9,Saturday
2022-01-06 19:00:00,44.71782082720961,-90.37961076702412,Clear,Dry,8,Sunday
2022-01-06 20:00:00,44.62447294942111,-78.76595170374254,Fog,Potholes,9,Sunday
2022-01-06 21:00:00,37.51782295825364,-102.60953960489034,Fog,Wet,13,Monday
2022-01-06 22:00:00,39.97248505892385,-86.09919237204682,Rain,Icy,23,Saturday
2022-01-06 23:00:00,38.0087830981677,-91.71340180021045,Cloudy,Icy,5,Wednesday
2022-01-07 00:00:00,37.848404943774675,-106.64858649152893,Snow,Icy,16,Tuesday
2022-01-07 01:00:00,35.36886947354533,-76.0685006822421,Rain,Potholes,20,Thursday
2022-01-07 02:00:00,41.09564333979897,-80.1286989196536,Fog,Potholes,15,Friday
2022-01-07 03:00:00,40.02679023228862,-87.07740826707872,Storm,Snowy,20,Monday
2022-01-07 04:00:00,35.51478751249989,-77.47091354528791,Rain,Dry,18,Sunday
2022-01-07 05:00:00,37.78646464236611,-76.63528995200988,Snow,Dry,2,Monday
2022-01-07 06:00:00,44.08265885966654,-84.58185116424826,Cloudy,Wet,9,Sunday
2022-01-07 07:00:00,37.395618906669725,-78.14933358181639,Hail,Muddy,13,Thursday
2022-01-07 08:00:00,36.44894872091223,-85.12642691653582,Fog,Muddy,1,Saturday
2022-01-07 09:00:00,39.89452760277563,-85.99296141198498,Fog,Wet,0,Tuesday
2022-01-07 10:00:00,44.856504541106005,-89.06943108924078,Clear,Muddy,4,Wednesday
2022-01-07 11:00:00,37.42055271511501,-82.36416802211794,Rain,Snowy,11,Friday
2022-01-07 12:00:00,41.72135547405878,-112.06974473534632,Snow,Snowy,10,Tuesday
2022-01-07 13:00:00,42.61619615328718,-75.95646204005358,Hail,Wet,18,Tuesday
2022-01-07 14:00:00,37.376375439924,-76.4078236127384,Rain,Potholes,13,Saturday
2022-01-07 15:00:00,42.2821634861186,-118.53763584827205,Rain,Dry,20,Saturday
2022-01-07 16:00:00,38.677831327192536,-78.70916247176186,Clear,Snowy,2,Saturday
2022-01-07 17:00:00,41.323058305935795,-113.55650662632775,Hail,Wet,12,Sunday
2022-01-07 18:00:00,41.335297107608945,-103.2440572870429,Rain,Muddy,1,Saturday
2022-01-07 19:00:00,40.35774684074759,-82.8245871854196,Cloudy,Snowy,5,Thursday
2022-01-07 20:00:00,35.90289770054408,-111.96200519758459,Cloudy,Muddy,20,Tuesday
2022-01-07 21:00:00,43.35302495589238,-79.1016487940469,Clear,Dry,21,Wednesday
2022-01-07 22:00:00,38.207800649717356,-78.3932911021129,Rain,Icy,11,Thursday
2022-01-07 23:00:00,36.86518510399854,-94.62661331195818,Hail,Muddy,1,Monday
2022-01-08 00:00:00,35.40775141554764,-119.68070641415832,Rain,Dry,1,Saturday
2022-01-08 01:00:00,40.90892943188242,-105.64809334125437,Clear,Icy,22,Sunday
2022-01-08 02:00:00,41.775643618422826,-89.15365408121289,Cloudy,Wet,21,Monday
2022-01-08 03:00:00,35.16587828927856,-70.94069109862883,Fog,Dry,13,Tuesday
2022-01-08 04:00:00,40.12093058299281,-88.40932364916658,Fog,Wet,0,Saturday
2022-01-08 05:00:00,37.26495775197938,-107.009820946792,Storm,Icy,22,Saturday
2022-01-08 06:00:00,41.4517279040945,-88.29971484501944,Storm,Dry,7,Tuesday
2022-01-08 07:00:00,36.743664290049914,-93.00073101420722,Rain,Potholes,23,Thursday
2022-01-08 08:00:00,41.90937738102466,-81.00773024244282,Clear,Wet,14,Sunday
2022-01-08 09:00:00,38.86735346300537,-114.65096805865208,Fog,Icy,18,Friday
2022-01-08 10:00:00,44.367299887367345,-81.94860487489859,Snow,Muddy,17,Tuesday
2022-01-08 11:00:00,36.37520944145993,-92.93667106619449,Fog,Snowy,9,Saturday
2022-01-08 12:00:00,38.41066351050259,-71.85039980705027,Storm,Potholes,1,Thursday
2022-01-08 13:00:00,36.13473521240589,-102.9063916980657,Hail,Potholes,3,Friday
2022-01-08 14:00:00,44.24693618278563,-88.3689053433026,Cloudy,Dry,5,Monday
2022-01-08 15:00:00,43.77339353380981,-73.39859472449913,Clear,Construction,20,Monday
2022-01-08 16:00:00,37.57941627715156,-114.87451360046603,Snow,Dry,9,Wednesday
2022-01-08 17:00:00,41.59984046034179,-73.13857563817744,Snow,Dry,21,Friday
2022-01-08 18:00:00,43.17222200201216,-85.60571388495933,Cloudy,Construction,7,Tuesday
2022-01-08 19:00:00,40.552008115994624,-116.6081470447414,Rain,Construction,18,Sunday
2022-01-08 20:00:00,40.296505783560065,-104.95182165265919,Rain,Muddy,3,Friday
2022-01-08 21:00:00,37.418522909004515,-84.59139556773593,Fog,Muddy,23,Wednesday
2022-01-08 22:00:00,35.93102767805899,-116.63246992656141,Snow,Muddy,17,Tuesday
2022-01-08 23:00:00,43.97215757953327,-90.89147699118634,Rain,Icy,12,Sunday
2022-01-09 00:00:00,44.004180571633306,-102.70584715235216,Rain,Dry,23,Saturday
2022-01-09 01:00:00,41.33101457273268,-88.95422411162615,Cloudy,Dry,1,Friday
2022-01-09 02:00:00,38.39029791048701,-117.71289830937435,Fog,Icy,10,Tuesday
2022-01-09 03:00:00,38.49209574612661,-76.42315969238118,Cloudy,Potholes,20,Wednesday
2022-01-09 04:00:00,42.2595567887024,-71.32555154113015,Fog,Muddy,8,Tuesday
2022-01-09 05:00:00,43.97110259952577,-71.55610723571542,Clear,Potholes,18,Friday
2022-01-09 06:00:00,43.87086424265117,-82.51740841285377,Cloudy,Construction,22,Sunday
2022-01-09 07:00:00,42.79875545857624,-113.49568799346841,Storm,Dry,9,Saturday
2022-01-09 08:00:00,41.420316461542875,-82.08684020354887,Cloudy,Potholes,18,Friday
2022-01-09 09:00:00,35.84139964995049,-118.77065417705992,Cloudy,Wet,0,Friday
2022-01-09 10:00:00,36.616287140946135,-118.89382242355013,Storm,Muddy,6,Tuesday
2022-01-09 11:00:00,43.98554188527079,-103.81948904252295,Rain,Snowy,23,Wednesday
2022-01-09 12:00:00,41.064290596595896,-95.56784047976672,Fog,Icy,11,Monday
2022-01-09 13:00:00,35.0919705161663,-81.47962910961034,Rain,Icy,8,Saturday
2022-01-09 14:00:00,36.014715428660324,-85.83523116967474,Snow,Icy,22,Saturday
2022-01-09 15:00:00,41.635017691080556,-97.70486468116258,Clear,Icy,10,Monday
2022-01-09 16:00:00,35.050615838462186,-106.31866668591671,Snow,Wet,16,Sunday
2022-01-09 17:00:00,36.608080514174986,-70.14377499211444,Cloudy,Snowy,15,Friday
2022-01-09 18:00:00,40.48733789366586,-98.69093488820135,Rain,Dry,2,Friday
2022-01-09 19:00:00,41.918951976926934,-97.43064878351623,Storm,Snowy,14,Monday
2022-01-09 20:00:00,41.519612595026004,-111.81880894041655,Fog,Construction,19,Tuesday
2022-01-09 21:00:00,37.2426930946056,-80.25952256250353,Snow,Icy,17,Saturday
2022-01-09 22:00:00,42.12179221347536,-85.31588871092558,Cloudy,Potholes,1,Wednesday
2022-01-09 23:00:00,37.372490874968,-108.96151936056198,Cloudy,Potholes,3,Sunday
2022-01-10 00:00:00,38.25399698159268,-115.88094771920787,Fog,Potholes,17,Friday
2022-01-10 01:00:00,42.464914051180244,-85.97503489626435,Storm,Wet,15,Wednesday
2022-01-10 02:00:00,41.49632899047215,-87.27443928594323,Rain,Wet,17,Wednesday
2022-01-10 03:00:00,43.49223410494178,-106.33702365008953,Snow,Wet,7,Wednesday
2022-01-10 04:00:00,41.57612892300343,-72.45682188747949,Cloudy,Muddy,2,Tuesday
2022-01-10 05:00:00,40.68308603335471,-112.44710541095499,Hail,Potholes,0,Thursday
2022-01-10 06:00:00,35.93674767828092,-98.3832599478699,Fog,Muddy,7,Friday
2022-01-10 07:00:00,38.677158030594335,-72.81920399162006,Storm,Wet,8,Saturday
2022-01-10 08:00:00,37.65202367681725,-99.01363415369389,Clear,Potholes,6,Wednesday
2022-01-10 09:00:00,37.439896433790835,-88.07370261679571,Hail,Snowy,3,Monday
2022-01-10 10:00:00,44.73010554752446,-100.12028010186029,Fog,Potholes,4,Thursday
2022-01-10 11:00:00,38.9309772466676,-106.2892398825665,Storm,Potholes,10,Friday
2022-01-10 12:00:00,43.92046555177113,-70.80111760200859,Rain,Snowy,13,Saturday
2022-01-10 13:00:00,41.31138625997263,-99.53329968424785,Cloudy,Construction,9,Wednesday
2022-01-10 14:00:00,42.94811303541648,-75.29503981604327,Clear,Snowy,0,Friday
2022-01-10 15:00:00,40.02637093105192,-108.50226970544568,Rain,Muddy,8,Friday
2022-01-10 16:00:00,40.76903884626359,-109.34476479874584,Hail,Muddy,2,Wednesday
2022-01-10 17:00:00,39.92517693818864,-118.44329585577444,Hail,Construction,14,Monday
2022-01-10 18:00:00,36.95242987798044,-87.41665873120576,Rain,Muddy,7,Monday
2022-01-10 19:00:00,42.224521152615054,-101.57368281381194,Clear,Wet,9,Sunday
2022-01-10 20:00:00,37.80772362440856,-76.78208750801815,Cloudy,Dry,7,Friday
2022-01-10 21:00:00,35.24315966431454,-96.33950466542214,Rain,Snowy,9,Sunday
2022-01-10 22:00:00,41.45472295907168,-71.59032860426392,Hail,Icy,2,Tuesday
2022-01-10 23:00:00,36.77110679407049,-110.72372421484394,Hail,Wet,21,Friday
2022-01-11 00:00:00,44.40458584352914,-76.56884160221946,Snow,Dry,21,Sunday
2022-01-11 01:00:00,44.53928577002587,-81.17015736041292,Hail,Snowy,23,Wednesday
2022-01-11 02:00:00,44.14864390220448,-81.4539077677974,Fog,Icy,13,Tuesday
2022-01-11 03:00:00,38.70158700255445,-77.76083859415562,Cloudy,Snowy,4,Saturday
2022-01-11 04:00:00,35.15456616528867,-81.94880045285007,Rain,Dry,9,Sunday
2022-01-11 05:00:00,44.28318562587725,-88.68898391842923,Storm,Potholes,3,Saturday
2022-01-11 06:00:00,39.281841483173146,-113.43775611588062,Rain,Dry,7,Saturday
2022-01-11 07:00:00,44.6665481904367,-118.37369102543741,Snow,Construction,11,Friday
2022-01-11 08:00:00,44.63619977089253,-73.95760760921566,Hail,Potholes,1,Friday
2022-01-11 09:00:00,43.5300945546736,-89.1674842739631,Snow,Muddy,10,Friday
2022-01-11 10:00:00,37.94448892069586,-80.17313545119119,Snow,Snowy,10,Saturday
2022-01-11 11:00:00,38.85097728601925,-95.9238824243725,Storm,Snowy,11,Friday
2022-01-11 12:00:00,43.51136671516857,-114.13459055188028,Clear,Snowy,1,Sunday
2022-01-11 13:00:00,38.169220051562775,-113.74071038987248,Fog,Potholes,6,Tuesday
2022-01-11 14:00:00,36.694927466860925,-85.72173563855142,Cloudy,Construction,5,Wednesday
2022-01-11 15:00:00,40.5680126245835,-98.48470525502687,Cloudy,Snowy,15,Wednesday
2022-01-11 16:00:00,44.36154774160781,-109.97376366498317,Clear,Potholes,14,Monday
2022-01-11 17:00:00,41.96029796674973,-95.42027266292816,Rain,Muddy,4,Friday
2022-01-11 18:00:00,40.700611700893646,-116.78955314624329,Rain,Icy,2,Friday
2022-01-11 19:00:00,35.97176493770768,-90.90142990428006,Cloudy,Snowy,7,Tuesday
2022-01-11 20:00:00,41.1500722669917,-106.55032977824511,Cloudy,Wet,22,Saturday
2022-01-11 21:00:00,44.90053850104263,-80.12204496814059,Cloudy,Dry,7,Tuesday
2022-01-11 22:00:00,36.40084015236524,-104.48190205382132,Snow,Dry,14,Thursday
2022-01-11 23:00:00,40.18329652363737,-97.23899254590994,Rain,Construction,19,Saturday
2022-01-12 00:00:00,43.773730719279556,-119.41897300459497,Storm,Icy,7,Sunday
2022-01-12 01:00:00,42.40768617754205,-116.37765561027206,Hail,Potholes,8,Friday
2022-01-12 02:00:00,41.97015740995268,-100.37532217966576,Hail,Snowy,19,Thursday
2022-01-12 03:00:00,42.02484083987109,-96.00305826414382,Cloudy,Wet,20,Saturday
2022-01-12 04:00:00,38.594911512197555,-89.99897259403481,Hail,Wet,23,Saturday
2022-01-12 05:00:00,37.93591844264493,-105.41687106453483,Clear,Snowy,3,Sunday
2022-01-12 06:00:00,43.093611554785134,-85.25090569367288,Storm,Snowy,7,Tuesday
2022-01-12 07:00:00,43.101133946791805,-76.99388014053977,Snow,Snowy,22,Monday
2022-01-12 08:00:00,43.67072318580104,-81.00745055533251,Hail,Wet,4,Monday
2022-01-12 09:00:00,44.132405525564714,-118.01905873258214,Cloudy,Icy,7,Tuesday
2022-01-12 10:00:00,40.11342398860938,-95.97465263710855,Clear,Wet,23,Saturday
2022-01-12 11:00:00,40.015162946871996,-114.75349107909126,Clear,Icy,23,Saturday
2022-01-12 12:00:00,42.98295178966775,-107.89774920687363,Clear,Icy,6,Tuesday
2022-01-12 13:00:00,41.49963930777765,-70.66687033664267,Fog,Muddy,16,Friday
2022-01-12 14:00:00,42.019668772577035,-112.87522285492435,Rain,Potholes,11,Wednesday
2022-01-12 15:00:00,42.95792669436101,-95.0555923274322,Hail,Muddy,13,Monday
2022-01-12 16:00:00,43.90005341817566,-89.09221328409404,Storm,Dry,5,Wednesday
2022-01-12 17:00:00,38.37995156851536,-84.87675147279481,Rain,Dry,9,Saturday
2022-01-12 18:00:00,38.75582952639944,-92.01756582565429,Hail,Muddy,19,Wednesday
2022-01-12 19:00:00,35.93981939840869,-119.51145762904082,Rain,Wet,9,Saturday
2022-01-12 20:00:00,40.78280140996174,-103.6769345878004,Fog,Potholes,2,Wednesday
2022-01-12 21:00:00,35.35942273796742,-94.11441783076442,Cloudy,Muddy,13,Tuesday
2022-01-12 22:00:00,39.6559801813246,-115.60667504275833,Storm,Construction,14,Wednesday
2022-01-12 23:00:00,40.42644634707577,-102.46865343954096,Clear,Construction,13,Saturday
2022-01-13 00:00:00,37.86541252128284,-118.33984456043167,Snow,Icy,16,Thursday
2022-01-13 01:00:00,40.908332605690106,-116.07107514224896,Rain,Muddy,13,Sunday
2022-01-13 02:00:00,35.3050024993905,-100.1538361899202,Clear,Dry,22,Friday
2022-01-13 03:00:00,35.37348188749215,-113.36421229784699,Storm,Icy,11,Sunday
2022-01-13 04:00:00,43.22600560659659,-91.6229575869221,Hail,Construction,17,Monday
2022-01-13 05:00:00,38.60190641411263,-85.52675154313671,Rain,Muddy,10,Sunday
2022-01-13 06:00:00,36.270605126518845,-79.97066504454585,Storm,Icy,6,Thursday
2022-01-13 07:00:00,40.222432600548046,-109.9924877877595,Fog,Muddy,16,Sunday
2022-01-13 08:00:00,42.69993553098611,-111.62587088704652,Snow,Construction,19,Wednesday
2022-01-13 09:00:00,37.15821027496843,-114.77160798327999,Clear,Icy,19,Wednesday
2022-01-13 10:00:00,41.228904758190005,-88.17848752281816,Clear,Icy,9,Monday
2022-01-13 11:00:00,35.85347464993768,-84.67621367565494,Cloudy,Potholes,11,Saturday
2022-01-13 12:00:00,35.516817211686075,-118.4206927587179,Cloudy,Potholes,15,Monday
2022-01-13 13:00:00,40.31354631568148,-73.18938768781551,Fog,Muddy,5,Tuesday
2022-01-13 14:00:00,40.406351216101065,-117.40143581742637,Storm,Potholes,15,Wednesday
